ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-12-01 09:34:00,696.9878471890397,-1749.7757053174553,2739.900132765764,696.9878471890397,696.9878471890397,-189.9951447523759,-189.9951447523759,-189.9951447523759,-220.02582388132885,-220.02582388132885,-220.02582388132885,30.03067912895304,30.03067912895304,30.03067912895304,0.0,0.0,0.0,506.9927024366638
2010-12-01 09:37:00,696.9984972125103,-1661.6736700121583,2637.205313733693,696.9984972125103,696.9984972125103,-189.79841206710475,-189.79841206710475,-189.79841206710475,-219.58366070736773,-219.58366070736773,-219.58366070736773,29.785248640262914,29.785248640262914,29.785248640262914,0.0,0.0,0.0,507.2000851454055
2010-12-01 09:41:00,697.0126972438044,-1599.6575344560588,2811.4225411786783,697.0126972438044,697.0126972438044,-189.7942491365909,-189.7942491365909,-189.7942491365909,-219.25276727851974,-219.25276727851974,-219.25276727851974,29.458518141928796,29.458518141928796,29.458518141928796,0.0,0.0,0.0,507.2184481072135
2010-12-01 09:45:00,697.0268972750985,-1790.881327196581,2848.136685118804,697.0268972750985,697.0268972750985,-190.09471277387604,-190.09471277387604,-190.09471277387604,-219.22709925966174,-219.22709925966174,-219.22709925966174,29.132386485785723,29.132386485785723,29.132386485785723,0.0,0.0,0.0,506.9321845012224
2010-12-01 09:53:00,697.0552973376866,-1684.2145683516221,2801.389786012744,697.0552973376866,697.0552973376866,-191.6388933649442,-191.6388933649442,-191.6388933649442,-220.12088206322065,-220.12088206322065,-220.12088206322065,28.481988698276453,28.481988698276453,28.481988698276453,0.0,0.0,0.0,505.4164039727424
2010-12-01 09:56:00,697.0659473611573,-1864.984846497196,2633.739591340697,697.0659473611573,697.0659473611573,-192.54771544471765,-192.54771544471765,-192.54771544471765,-220.78646848456046,-220.78646848456046,-220.78646848456046,28.238753039842827,28.238753039842827,28.238753039842827,0.0,0.0,0.0,504.5182319164397
2010-12-01 09:57:00,697.0694973689808,-1677.6450939343881,2910.077959548777,697.0694973689808,697.0694973689808,-192.89084523928045,-192.89084523928045,-192.89084523928045,-221.0486023083945,-221.0486023083945,-221.0486023083945,28.157757069114048,28.157757069114048,28.157757069114048,0.0,0.0,0.0,504.17865212970037
2010-12-01 09:58:00,697.0730473768042,-1778.6619116186482,2862.2314120701385,697.0730473768042,697.0730473768042,-193.25406302313274,-193.25406302313274,-193.25406302313274,-221.33086586154963,-221.33086586154963,-221.33086586154963,28.076802838416892,28.076802838416892,28.076802838416892,0.0,0.0,0.0,503.81898435367145
2010-12-01 09:59:00,697.0765973846278,-1635.0235737665091,2850.196135367866,697.0765973846278,697.0765973846278,-193.63735072812517,-193.63735072812517,-193.63735072812517,-221.63324134599966,-221.63324134599966,-221.63324134599966,27.99589061787449,27.99589061787449,27.99589061787449,0.0,0.0,0.0,503.43924665650263
2010-12-01 10:03:00,697.0907974159219,-1796.5346166226389,2720.7355592599692,697.0907974159219,697.0907974159219,-195.37051614208048,-195.37051614208048,-195.37051614208048,-223.0431833668197,-223.0431833668197,-223.0431833668197,27.672667224739218,27.672667224739218,27.672667224739218,0.0,0.0,0.0,501.7202812738414
2010-12-01 10:19:00,697.1475975410983,-1636.6859394030782,2558.2329012823225,697.1475975410983,697.1475975410983,-205.41080747389807,-205.41080747389807,-205.41080747389807,-231.79769076275866,-231.79769076275866,-231.79769076275866,26.386883288860588,26.386883288860588,26.386883288860588,0.0,0.0,0.0,491.7367900672002
2010-12-01 10:29:00,697.1830976193336,-1658.814993475742,2647.6820779462228,697.1830976193336,697.1830976193336,-214.02164582954077,-214.02164582954077,-214.02164582954077,-239.61104088953695,-239.61104088953695,-239.61104088953695,25.58939505999613,25.58939505999613,25.58939505999613,0.0,0.0,0.0,483.1614517897928
2010-12-01 10:37:00,697.2114976819216,-1725.6328470769167,2905.4104626792814,697.2114976819216,697.2114976819216,-222.0294504580605,-222.0294504580605,-222.0294504580605,-246.9844678049861,-246.9844678049861,-246.9844678049861,24.9550173469256,24.9550173469256,24.9550173469256,0.0,0.0,0.0,475.1820472238611
2010-12-01 10:39:00,697.2185976975687,-1753.554660736119,2723.0066781715054,697.2185976975687,697.2185976975687,-224.16891203446124,-224.16891203446124,-224.16891203446124,-248.96585466363214,-248.96585466363214,-248.96585466363214,24.796942629170903,24.796942629170903,24.796942629170903,0.0,0.0,0.0,473.0496856631075
2010-12-01 10:47:00,697.2469977601569,-1733.7642760119136,2698.311601701249,697.2469977601569,697.2469977601569,-233.20410457790223,-233.20410457790223,-233.20410457790223,-257.3708916340817,-257.3708916340817,-257.3708916340817,24.16678705617949,24.16678705617949,24.16678705617949,0.0,0.0,0.0,464.04289318225466
2010-12-01 10:51:00,697.2611977914511,-1822.3494684419804,2702.4541294378473,697.2611977914511,697.2611977914511,-237.9717837134792,-237.9717837134792,-237.9717837134792,-261.82480901331354,-261.82480901331354,-261.82480901331354,23.85302529983433,23.85302529983433,23.85302529983433,0.0,0.0,0.0,459.28941407797186
2010-12-01 10:52:00,697.2647477992746,-1653.2015389280975,2630.96088803727,697.2647477992746,697.2647477992746,-239.18611065869433,-239.18611065869433,-239.18611065869433,-262.9608355110934,-262.9608355110934,-262.9608355110934,23.77472485239906,23.77472485239906,23.77472485239906,0.0,0.0,0.0,458.0786371405802
2010-12-01 10:53:00,697.2682978070981,-1688.2933790408752,2782.231216464566,697.2682978070981,697.2682978070981,-240.40870903747617,-240.40870903747617,-240.40870903747617,-264.1051899748445,-264.1051899748445,-264.1051899748445,23.696480937368392,23.696480937368392,23.696480937368392,0.0,0.0,0.0,456.8595887696219
2010-12-01 11:21:00,697.3676980261569,-1777.5602269087515,2596.898753676279,697.3676980261569,697.3676980261569,-276.54789295091484,-276.54789295091484,-276.54789295091484,-298.0775821942131,-298.0775821942131,-298.0775821942131,21.529689243298247,21.529689243298247,21.529689243298247,0.0,0.0,0.0,420.819805075242
2010-12-01 11:22:00,697.3712480339802,-1989.4499435837652,2604.85537605791,697.3712480339802,697.3712480339802,-277.85443919052346,-277.85443919052346,-277.85443919052346,-299.30764021626413,-299.30764021626413,-299.30764021626413,21.453201025740732,21.453201025740732,21.453201025740732,0.0,0.0,0.0,419.5168088434568
2010-12-01 11:27:00,697.3889980730979,-1868.979481634255,2668.0883149077367,697.3889980730979,697.3889980730979,-284.34341894170296,-284.34341894170296,-284.34341894170296,-305.4151522829773,-305.4151522829773,-305.4151522829773,21.071733341274346,21.071733341274346,21.071733341274346,0.0,0.0,0.0,413.04557913139496
2010-12-01 11:29:00,697.396098088745,-1948.8451787893423,2627.2458275997064,697.396098088745,697.396098088745,-286.91228265742757,-286.91228265742757,-286.91228265742757,-307.8318881364969,-307.8318881364969,-307.8318881364969,20.91960547906937,20.91960547906937,20.91960547906937,0.0,0.0,0.0,410.48381543131745
2010-12-01 11:32:00,697.4067481122155,-1870.9034667181309,2683.083123705664,697.4067481122155,697.4067481122155,-290.72867998881156,-290.72867998881156,-290.72867998881156,-311.4205923193555,-311.4205923193555,-311.4205923193555,20.691912330543907,20.691912330543907,20.691912330543907,0.0,0.0,0.0,406.67806812340393
2010-12-01 11:33:00,697.4102981200391,-1760.375067116149,2643.8982533741023,697.4102981200391,697.4102981200391,-291.9896849315905,-291.9896849315905,-291.9896849315905,-312.6058335783896,-312.6058335783896,-312.6058335783896,20.616148646799093,20.616148646799093,20.616148646799093,0.0,0.0,0.0,405.4206131884486
2010-12-01 11:34:00,697.4138481278626,-1720.4586609309263,2679.3502870696966,697.4138481278626,697.4138481278626,-293.24459925926834,-293.24459925926834,-293.24459925926834,-313.78505167925715,-313.78505167925715,-313.78505167925715,20.540452419988842,20.540452419988842,20.540452419988842,0.0,0.0,0.0,404.16924886859425
2010-12-01 11:41:00,697.4386981826273,-1752.2486701674527,2669.600096355644,697.4386981826273,697.4386981826273,-301.8328308568012,-301.8328308568012,-301.8328308568012,-321.8453207288523,-321.8453207288523,-321.8453207288523,20.01248987205109,20.01248987205109,20.01248987205109,0.0,0.0,0.0,395.60586732582607
2010-12-01 11:45:00,697.4528982139215,-1828.440765808912,2637.1269944908345,697.4528982139215,697.4528982139215,-306.56055200385964,-306.56055200385964,-306.56055200385964,-326.27287377695257,-326.27287377695257,-326.27287377695257,19.712321773092977,19.712321773092977,19.712321773092977,0.0,0.0,0.0,390.8923462100618
2010-12-01 11:49:00,697.4670982452155,-1837.1425768514234,2599.958899954613,697.4670982452155,697.4670982452155,-311.13549829265236,-311.13549829265236,-311.13549829265236,-330.54878201160045,-330.54878201160045,-330.54878201160045,19.413283718948097,19.413283718948097,19.413283718948097,0.0,0.0,0.0,386.3315999525632
2010-12-01 11:57:00,697.4954983078037,-2051.783685315502,2666.838197308117,697.4954983078037,697.4954983078037,-319.7637410836189,-319.7637410836189,-319.7637410836189,-338.5824062233993,-338.5824062233993,-338.5824062233993,18.818665139780435,18.818665139780435,18.818665139780435,0.0,0.0,0.0,377.7317572241848
2010-12-01 11:58:00,697.4990483156272,-1784.5471327040204,2680.7330634761893,697.4990483156272,697.4990483156272,-320.78897025695085,-320.78897025695085,-320.78897025695085,-339.53363734179567,-339.53363734179567,-339.53363734179567,18.744667084844824,18.744667084844824,18.744667084844824,0.0,0.0,0.0,376.71007805867634
2010-12-01 12:03:00,697.5167983547449,-1897.482941500511,2573.081771050027,697.5167983547449,697.5167983547449,-325.7233821668264,-325.7233821668264,-325.7233821668264,-344.0991748968364,-344.0991748968364,-344.0991748968364,18.37579273000997,18.37579273000997,18.37579273000997,0.0,0.0,0.0,371.79341618791847
2010-12-01 12:08:00,697.5345483938625,-1915.1511103526334,2649.251300196388,697.5345483938625,697.5345483938625,-330.32231404047513,-330.32231404047513,-330.32231404047513,-348.33111626964075,-348.33111626964075,-348.33111626964075,18.00880222916565,18.00880222916565,18.00880222916565,0.0,0.0,0.0,367.2122343533873
2010-12-01 12:12:00,697.5487484251565,-1795.769777503929,2797.2528586798157,697.5487484251565,697.5487484251565,-333.74719389332523,-333.74719389332523,-333.74719389332523,-351.46378204068645,-351.46378204068645,-351.46378204068645,17.716588147361296,17.716588147361296,17.716588147361296,0.0,0.0,0.0,363.8015545318313
2010-12-01 12:15:00,697.5593984486272,-1892.3206261937257,2527.6403494389306,697.5593984486272,697.5593984486272,-336.1622560896224,-336.1622560896224,-336.1622560896224,-353.66049864465174,-353.66049864465174,-353.66049864465174,17.498242555029293,17.498242555029293,17.498242555029293,0.0,0.0,0.0,361.3971423590048
2010-12-01 12:22:00,697.5842485033918,-1795.2440549833275,2676.6255709103125,697.5842485033918,697.5842485033918,-341.2696980468514,-341.2696980468514,-341.2696980468514,-358.26122659600344,-358.26122659600344,-358.26122659600344,16.991528549152072,16.991528549152072,16.991528549152072,0.0,0.0,0.0,356.3145504565404
2010-12-01 12:23:00,697.5877985112153,-1845.4328683797441,2542.0944351892563,697.5877985112153,697.5877985112153,-341.9379570569918,-341.9379570569918,-341.9379570569918,-358.8574170176295,-358.8574170176295,-358.8574170176295,16.919459960637678,16.919459960637678,16.919459960637678,0.0,0.0,0.0,355.64984145422346
2010-12-01 12:27:00,697.6019985425094,-1763.8641905766383,2575.9021378191833,697.6019985425094,697.6019985425094,-344.4555869192418,-344.4555869192418,-344.4555869192418,-361.0875807023793,-361.0875807023793,-361.0875807023793,16.63199378313752,16.63199378313752,16.63199378313752,0.0,0.0,0.0,353.14641162326757
2010-12-01 12:31:00,697.6161985738034,-2015.8606682403702,2564.686531957804,697.6161985738034,697.6161985738034,-346.7234081121919,-346.7234081121919,-346.7234081121919,-363.06924120939976,-363.06924120939976,-363.06924120939976,16.345833097207823,16.345833097207823,16.345833097207823,0.0,0.0,0.0,350.8927904616115
2010-12-01 12:35:00,697.6303986050976,-1882.3679835611479,2598.768012687085,697.6303986050976,697.6303986050976,-348.7411665714398,-348.7411665714398,-348.7411665714398,-364.8021609867148,-364.8021609867148,-364.8021609867148,16.060994415275054,16.060994415275054,16.060994415275054,0.0,0.0,0.0,348.88923203365783
2010-12-01 12:36:00,697.6339486129211,-1941.679971885301,2528.883072129764,697.6339486129211,697.6339486129211,-349.2066538957005,-349.2066538957005,-349.2066538957005,-365.19664713502283,-365.19664713502283,-365.19664713502283,15.9899932393223,15.9899932393223,15.9899932393223,0.0,0.0,0.0,348.4272947172206
2010-12-01 12:38:00,697.6410486285682,-1791.1204354387426,2641.595496755356,697.6410486285682,697.6410486285682,-350.0911144159045,-350.0911144159045,-350.0911144159045,-365.9393572962678,-365.9393572962678,-365.9393572962678,15.848242880363381,15.848242880363381,15.848242880363381,0.0,0.0,0.0,347.54993421266374
2010-12-01 12:40:00,697.6481486442153,-1868.2261339925044,2585.196989121299,697.6481486442153,697.6481486442153,-350.91386337653404,-350.91386337653404,-350.91386337653404,-366.6206936015179,-366.6206936015179,-366.6206936015179,15.706830224983854,15.706830224983854,15.706830224983854,0.0,0.0,0.0,346.7342852676813
2010-12-01 12:43:00,697.6587986676858,-1816.681521615644,2496.0896495166885,697.6587986676858,697.6587986676858,-352.0332898302719,-352.0332898302719,-352.0332898302719,-367.5286387512916,-367.5286387512916,-367.5286387512916,15.49534892101976,15.49534892101976,15.49534892101976,0.0,0.0,0.0,345.6255088374139
2010-12-01 12:48:00,697.6765487068035,-2138.5516617640683,2562.2941234910218,697.6765487068035,697.6765487068035,-353.5981470974042,-353.5981470974042,-353.5981470974042,-368.74274472461843,-368.74274472461843,-368.74274472461843,15.144597627214225,15.144597627214225,15.144597627214225,0.0,0.0,0.0,344.0784016093993
2010-12-01 12:49:00,697.680098714627,-1917.5839722637402,2546.237693782186,697.680098714627,697.680098714627,-353.866805162736,-353.866805162736,-353.866805162736,-368.94151246282337,-368.94151246282337,-368.94151246282337,15.07470730008736,15.07470730008736,15.07470730008736,0.0,0.0,0.0,343.813293551891
2010-12-01 12:50:00,697.6836487224504,-1939.927643004397,2487.3580092611637,697.6836487224504,697.6836487224504,-354.1209352442001,-354.1209352442001,-354.1209352442001,-369.1258394565546,-369.1258394565546,-369.1258394565546,15.004904212354514,15.004904212354514,15.004904212354514,0.0,0.0,0.0,343.56271347825026
2010-12-01 12:51:00,697.687198730274,-1738.6506677806756,2732.609969220775,697.687198730274,697.687198730274,-354.36065226232296,-354.36065226232296,-354.36065226232296,-369.29584087996994,-369.29584087996994,-369.29584087996994,14.93518861764693,14.93518861764693,14.93518861764693,0.0,0.0,0.0,343.326546467951
2010-12-01 12:54:00,697.6978487537447,-1981.9563249939142,2514.1899080694466,697.6978487537447,697.6978487537447,-354.9945516185393,-354.9945516185393,-354.9945516185393,-369.7211209634412,-369.7211209634412,-369.7211209634412,14.726569344901888,14.726569344901888,14.726569344901888,0.0,0.0,0.0,342.7032971352054
2010-12-01 12:58:00,697.7120487850386,-1707.8341694906894,2742.307937683913,697.7120487850386,697.7120487850386,-355.6458354142744,-355.6458354142744,-355.6458354142744,-370.09548607015665,-370.09548607015665,-370.09548607015665,14.4496506558822,14.4496506558822,14.4496506558822,0.0,0.0,0.0,342.0662133707642
2010-12-01 13:04:00,697.7333488319798,-1962.514046441992,2548.0462197946986,697.7333488319798,697.7333488319798,-356.22685527533633,-356.22685527533633,-356.22685527533633,-370.2638187381544,-370.2638187381544,-370.2638187381544,14.036963462818038,14.036963462818038,14.036963462818038,0.0,0.0,0.0,341.5064935566435
2010-12-01 13:17:00,697.7794989336857,-1808.573359109559,2613.04253655618,697.7794989336857,697.7794989336857,-356.0258633823116,-356.0258633823116,-356.0258633823116,-369.1799875270298,-369.1799875270298,-369.1799875270298,13.154124144718269,13.154124144718269,13.154124144718269,0.0,0.0,0.0,341.75363555137403
2010-12-01 13:20:00,697.7901489571561,-1805.913207875828,2625.169838990138,697.7901489571561,697.7901489571561,-355.7317923369143,-355.7317923369143,-355.7317923369143,-368.68442765758806,-368.68442765758806,-368.68442765758806,12.952635320673739,12.952635320673739,12.952635320673739,0.0,0.0,0.0,342.05835662024185
2010-12-01 13:21:00,697.7936989649797,-1879.0857342989493,2682.7070873087273,697.7936989649797,697.7936989649797,-355.61566478900556,-355.61566478900556,-355.61566478900556,-368.50132694704473,-368.50132694704473,-368.50132694704473,12.885662158039182,12.885662158039182,12.885662158039182,0.0,0.0,0.0,342.1780341759742
2010-12-01 13:23:00,697.8007989806268,-1955.8861504323017,2600.1060958863313,697.8007989806268,697.8007989806268,-355.3576777702468,-355.3576777702468,-355.3576777702468,-368.1096797660739,-368.1096797660739,-368.1096797660739,12.752001995827085,12.752001995827085,12.752001995827085,0.0,0.0,0.0,342.44312121038
2010-12-01 13:24:00,697.8043489884503,-1735.7940184782717,2649.9137535169625,697.8043489884503,697.8043489884503,-355.21630136136054,-355.21630136136054,-355.21630136136054,-367.9016168559076,-367.9016168559076,-367.9016168559076,12.685315494547119,12.685315494547119,12.685315494547119,0.0,0.0,0.0,342.5880476270898
2010-12-01 13:31:00,697.829199043215,-1776.6486401106001,2431.9632832028155,697.829199043215,697.829199043215,-354.01860316723725,-354.01860316723725,-354.01860316723725,-366.239816477797,-366.239816477797,-366.239816477797,12.221213310559778,12.221213310559778,12.221213310559778,0.0,0.0,0.0,343.81059587597775
2010-12-01 13:33:00,697.8362990588621,-1851.435072699721,2541.3472607206986,697.8362990588621,697.8362990588621,-353.6171100228207,-353.6171100228207,-353.6171100228207,-365.7065990677675,-365.7065990677675,-365.7065990677675,12.089489044946802,12.089489044946802,12.089489044946802,0.0,0.0,0.0,344.21918903604137
2010-12-01 13:38:00,697.8540490979797,-1761.118713568544,2592.3766049713536,697.8540490979797,697.8540490979797,-352.5191702116439,-352.5191702116439,-352.5191702116439,-364.28107279143273,-364.28107279143273,-364.28107279143273,11.761902579788806,11.761902579788806,11.761902579788806,0.0,0.0,0.0,345.3348788863358
2010-12-01 13:45:00,697.8788991527442,-1930.1789303442918,2449.869132066453,697.8788991527442,697.8788991527442,-350.80753782445413,-350.80753782445413,-350.80753782445413,-362.1150056190674,-362.1150056190674,-362.1150056190674,11.307467794613249,11.307467794613249,11.307467794613249,0.0,0.0,0.0,347.0713613282901
2010-12-01 13:51:00,697.9001991996854,-1950.7824701382692,2607.8623339762257,697.9001991996854,697.9001991996854,-349.24034537238606,-349.24034537238606,-349.24034537238606,-360.16224216748276,-360.16224216748276,-360.16224216748276,10.921896795096739,10.921896795096739,10.921896795096739,0.0,0.0,0.0,348.65985382729934
2010-12-01 13:54:00,697.9108492231561,-1866.375529461469,2700.032201397923,697.9108492231561,697.9108492231561,-348.4411060041776,-348.4411060041776,-348.4411060041776,-359.17160025789565,-359.17160025789565,-359.17160025789565,10.730494253718096,10.730494253718096,10.730494253718096,0.0,0.0,0.0,349.4697432189785
2010-12-01 14:03:00,697.9427992935678,-1831.4041589144888,2463.9039747837405,697.9427992935678,697.9427992935678,-346.0646028503375,-346.0646028503375,-346.0646028503375,-356.2264998049879,-356.2264998049879,-356.2264998049879,10.16189695465038,10.16189695465038,10.16189695465038,0.0,0.0,0.0,351.87819644323025
2010-12-01 14:05:00,697.9498993092147,-1932.355775708688,2584.727419796716,697.9498993092147,697.9498993092147,-345.5537219714122,-345.5537219714122,-345.5537219714122,-355.5904191926783,-355.5904191926783,-355.5904191926783,10.036697221266122,10.036697221266122,10.036697221266122,0.0,0.0,0.0,352.39617733780256
2010-12-01 14:11:00,697.9711993561559,-1900.983708931297,2487.01279654933,697.9711993561559,697.9711993561559,-344.0915426175802,-344.0915426175802,-344.0915426175802,-353.75519375732307,-353.75519375732307,-353.75519375732307,9.663651139742845,9.663651139742845,9.663651139742845,0.0,0.0,0.0,353.8796567385757
2010-12-01 14:34:00,698.0528495360969,-1923.7666046438103,2630.214664412577,698.0528495360969,698.0528495360969,-340.20313343392127,-340.20313343392127,-340.20313343392127,-348.473070973311,-348.473070973311,-348.473070973311,8.269937539389689,8.269937539389689,8.269937539389689,0.0,0.0,0.0,357.84971610217565
2010-12-01 14:38:00,698.0670495673911,-1833.6648449431377,2696.5026381726725,698.0670495673911,698.0670495673911,-339.9137554482449,-339.9137554482449,-339.9137554482449,-347.9473249054343,-347.9473249054343,-347.9473249054343,8.033569457189405,8.033569457189405,8.033569457189405,0.0,0.0,0.0,358.1532941191462
2010-12-01 14:41:00,698.0776995908617,-1940.0241609531604,2668.8603520114457,698.0776995908617,698.0776995908617,-339.7873809726147,-339.7873809726147,-339.7873809726147,-347.6448687929835,-347.6448687929835,-347.6448687929835,7.857487820368708,7.857487820368708,7.857487820368708,0.0,0.0,0.0,358.290318618247
2010-12-01 14:54:00,698.1238496925674,-1680.5226290726787,2604.853835833382,698.1238496925674,698.1238496925674,-340.20546889695845,-340.20546889695845,-340.20546889695845,-347.3119264255566,-347.3119264255566,-347.3119264255566,7.106457528598204,7.106457528598204,7.106457528598204,0.0,0.0,0.0,357.918380795609
2010-12-01 15:00:00,698.1451497395086,-1828.9783317405777,2500.418995602681,698.1451497395086,698.1451497395086,-340.9551146713327,-340.9551146713327,-340.9551146713327,-347.72160985070644,-347.72160985070644,-347.72160985070644,6.766495179373815,6.766495179373815,6.766495179373815,0.0,0.0,0.0,357.1900350681759
2010-12-01 15:06:00,698.1664497864498,-1801.3823534466464,2778.962272580018,698.1664497864498,698.1664497864498,-342.0653733805417,-342.0653733805417,-342.0653733805417,-348.49618491515275,-348.49618491515275,-348.49618491515275,6.430811534611094,6.430811534611094,6.430811534611094,0.0,0.0,0.0,356.1010764059081
2010-12-01 15:08:00,698.1735498020969,-1783.835384447374,2517.134186512267,698.1735498020969,698.1735498020969,-342.51543315707414,-342.51543315707414,-342.51543315707414,-348.8353093521906,-348.8353093521906,-348.8353093521906,6.319876195116488,6.319876195116488,6.319876195116488,0.0,0.0,0.0,355.65811664502274
2010-12-01 15:21:00,698.2196999038026,-1756.6778059695482,2477.566040231133,698.2196999038026,698.2196999038026,-346.38937728119754,-346.38937728119754,-346.38937728119754,-352.0000160754279,-352.0000160754279,-352.0000160754279,5.610638794230251,5.610638794230251,5.610638794230251,0.0,0.0,0.0,351.8303226226051
2010-12-01 15:27:00,698.2409999507438,-1934.3533389383451,2515.9260740173304,698.2409999507438,698.2409999507438,-348.703550883752,-348.703550883752,-348.703550883752,-353.9938605708898,-353.9938605708898,-353.9938605708898,5.290309687137905,5.290309687137905,5.290309687137905,0.0,0.0,0.0,349.5374490669918
2010-12-01 15:28:00,698.2445499585673,-1852.266979977554,2493.690678468019,698.2445499585673,698.2445499585673,-349.1193040384528,-349.1193040384528,-349.1193040384528,-354.3566611649793,-354.3566611649793,-354.3566611649793,5.237357126526443,5.237357126526443,5.237357126526443,0.0,0.0,0.0,349.1252459201145
2010-12-01 15:35:00,698.269400013332,-1909.9696931008225,2630.5965481678236,698.269400013332,698.269400013332,-352.2535796364956,-352.2535796364956,-352.2535796364956,-357.12378217325454,-357.12378217325454,-357.12378217325454,4.8702025367587565,4.8702025367587565,4.8702025367587565,0.0,0.0,0.0,346.01582037683636
2010-12-01 15:37:00,698.2765000289791,-1974.3545850881092,2640.611322986648,698.2765000289791,698.2765000289791,-353.21682840615006,-353.21682840615006,-353.21682840615006,-357.98326538776905,-357.98326538776905,-357.98326538776905,4.766436981619066,4.766436981619066,4.766436981619066,0.0,0.0,0.0,345.059671622829
2010-12-01 15:40:00,698.2871500524496,-1928.7963691114821,2374.991386320014,698.2871500524496,698.2871500524496,-354.71352748040715,-354.71352748040715,-354.71352748040715,-359.3252690323337,-359.3252690323337,-359.3252690323337,4.611741551926526,4.611741551926526,4.611741551926526,0.0,0.0,0.0,343.5736225720425
2010-12-01 15:45:00,698.3049000915672,-1885.9250417029834,2590.987989943247,698.3049000915672,698.3049000915672,-357.33496419673673,-357.33496419673673,-357.33496419673673,-361.6914353272252,-361.6914353272252,-361.6914353272252,4.356471130488489,4.356471130488489,4.356471130488489,0.0,0.0,0.0,340.9699358948305
2010-12-01 15:46:00,698.3084500993908,-1933.1266125888071,2334.597897842458,698.3084500993908,698.3084500993908,-357.8766926510927,-357.8766926510927,-357.8766926510927,-362.18249490316765,-362.18249490316765,-362.18249490316765,4.305802252074922,4.305802252074922,4.305802252074922,0.0,0.0,0.0,340.43175744829813
2010-12-01 16:01:00,698.3617002167437,-1923.8529197043435,2593.6858019666565,698.3617002167437,698.3617002167437,-366.53718355214687,-366.53718355214687,-366.53718355214687,-370.0985376534938,-370.0985376534938,-370.0985376534938,3.561354101347008,3.561354101347008,3.561354101347008,0.0,0.0,0.0,331.8245166645968
